,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred,prob,prob_less_bet
23075,6.4,11.4,0.0,13.8,4.6,1.8,1.2,2.0,0.4,0.0,0.6,5.8,8.2,0.2,14.6,4.0,0.4,0.8,0.2,0.2,0.6,1.2,6.33,10.33,0.0,13.67,4.33,1.0,1.33,1.33,0.67,0.0,0.33,5.33,8.0,0.33,14.33,3.33,0.67,0.33,0.33,0.33,0.33,1.0,2.408,2.966,0.0,2.683,1.673,1.483,1.095,1.0,0.548,0.0,0.548,3.701,1.304,0.447,5.03,2.0,0.894,0.837,0.447,0.447,0.548,0.447,3.055,3.055,0.0,3.786,2.082,1.0,1.155,0.577,0.577,0.0,0.577,5.132,1.0,0.577,3.786,1.528,1.155,0.577,0.577,0.577,0.577,0.0,3.2,12.2,0.2,9.4,3.2,3.0,1.2,2.4,0.2,0.0,0.8,4.6,11.2,0.2,16.6,5.4,0.4,1.0,0.2,0.2,0.6,3.4,3.33,10.67,0.0,7.33,3.0,3.0,1.33,3.33,0.0,0.0,1.0,5.33,7.33,0.0,17.67,6.67,0.33,1.33,0.0,0.33,0.67,3.33,1.095,4.55,0.447,2.881,1.643,2.0,1.304,1.517,0.447,0.0,0.447,1.517,6.458,0.447,3.362,2.302,0.548,0.707,0.447,0.447,0.548,1.14,1.528,5.508,0.0,0.577,1.732,2.0,1.528,0.577,0.0,0.0,0.0,0.577,1.528,0.0,3.786,2.082,0.577,0.577,0.0,0.577,0.577,1.528,Cardiff,7.39,4.38,1.44,2016-11-05,E1,1.0,2.0,H,H,Newcastle,8.1,4.54,1.47,0.44,True,0.5457787737,-0.148665670744
23076,4.6,11.6,0.0,12.4,3.4,2.2,0.8,1.0,0.4,0.0,0.6,5.8,10.2,0.0,11.2,3.0,0.0,0.2,0.0,0.8,0.2,1.2,4.33,9.33,0.0,12.0,2.33,2.0,0.33,0.67,0.33,0.0,0.67,4.33,11.67,0.0,11.67,2.33,0.0,0.0,0.0,1.0,0.0,2.0,1.673,3.286,0.0,0.894,2.074,1.483,0.837,1.225,0.548,0.0,0.548,3.768,2.683,0.0,1.924,1.871,0.0,0.447,0.0,0.447,0.447,1.095,2.082,1.155,0.0,1.0,0.577,2.0,0.577,0.577,0.577,0.0,0.577,2.082,1.528,0.0,2.517,1.155,0.0,0.0,0.0,0.0,0.0,0.0,5.4,10.6,0.2,10.0,4.0,1.8,1.2,2.2,0.2,0.0,0.8,7.8,9.2,0.0,16.6,5.4,0.0,1.0,0.0,0.2,0.8,1.4,4.67,10.33,0.33,7.33,3.67,1.33,1.0,2.0,0.33,0.0,0.67,9.33,8.67,0.0,19.33,6.33,0.0,0.67,0.0,0.33,0.67,1.0,1.673,1.14,0.447,3.808,1.0,0.837,0.447,1.304,0.447,0.0,0.447,2.864,3.962,0.0,4.775,1.517,0.0,0.707,0.0,0.447,0.447,0.894,1.155,1.528,0.577,1.528,1.155,0.577,0.0,1.732,0.577,0.0,0.577,2.309,4.619,0.0,2.309,0.577,0.0,0.577,0.0,0.577,0.577,1.0,Leeds,4.33,3.59,1.82,2016-11-05,E1,3.0,2.0,A,H,Norwich,4.47,3.78,1.86,-1.0,True,0.5151005151,-0.0343500343508
23079,4.2,13.8,0.0,8.8,3.0,2.2,0.4,1.2,0.2,0.2,0.6,4.8,8.8,0.0,15.2,4.0,0.0,0.6,0.0,0.4,0.6,1.6,5.33,11.67,0.0,9.67,2.67,1.0,0.0,1.33,0.0,0.33,0.67,5.0,9.67,0.0,13.67,3.33,0.0,0.67,0.0,0.33,0.67,1.0,3.271,5.762,0.0,3.421,1.871,1.789,0.548,1.304,0.447,0.447,0.548,1.924,3.493,0.0,5.805,1.732,0.0,0.548,0.0,0.548,0.548,2.074,3.215,7.024,0.0,3.786,2.082,1.0,0.0,1.528,0.0,0.577,0.577,2.646,4.619,0.0,4.041,2.082,0.0,0.577,0.0,0.577,0.577,1.0,5.2,11.8,0.2,8.8,3.8,3.0,1.2,1.8,0.2,0.0,0.8,6.4,10.2,0.2,17.2,4.4,1.0,0.4,0.6,0.2,0.2,0.8,5.67,14.0,0.0,8.33,4.0,3.67,1.0,1.33,0.33,0.0,0.67,6.33,8.67,0.0,17.0,4.33,0.67,0.33,0.67,0.0,0.33,0.67,1.924,4.438,0.447,2.168,0.837,1.225,0.837,0.837,0.447,0.0,0.447,0.894,3.194,0.447,3.768,1.817,0.707,0.548,0.548,0.447,0.447,0.447,2.517,4.359,0.0,2.887,1.0,0.577,1.0,0.577,0.577,0.0,0.577,1.155,3.055,0.0,5.292,2.082,0.577,0.577,0.577,0.0,0.577,0.577,Ipswich,5.35,3.44,1.72,2016-11-05,E1,2.0,1.0,A,D,Sheffield Weds,5.99,3.52,1.74,-1.0,True,0.552780365071,-0.0286149837666
23085,3.4,14.2,0.0,9.4,3.6,3.4,0.8,1.2,0.2,0.0,0.8,4.4,17.0,0.4,15.4,5.2,0.4,0.2,0.2,0.6,0.2,2.4,3.33,13.33,0.0,8.67,3.33,2.67,0.33,1.33,0.0,0.0,1.0,5.0,18.33,0.0,16.67,6.33,0.0,0.33,0.0,0.67,0.33,3.0,1.342,5.357,0.0,4.722,2.793,1.517,1.304,0.837,0.447,0.0,0.447,2.302,2.0,0.894,3.912,2.588,0.894,0.447,0.447,0.548,0.447,1.14,1.155,5.859,0.0,3.512,2.517,1.528,0.577,0.577,0.0,0.0,0.0,2.646,1.155,0.0,3.512,2.887,0.0,0.577,0.0,0.577,0.577,1.0,4.0,14.2,0.2,8.4,3.4,2.0,1.4,2.2,0.4,0.0,0.6,8.8,14.4,0.2,16.0,6.4,0.4,1.2,0.0,0.2,0.8,1.8,4.33,16.67,0.33,8.33,3.33,1.67,1.33,2.67,0.33,0.0,0.67,9.0,13.67,0.0,16.0,7.0,0.33,1.33,0.0,0.0,1.0,1.33,2.236,4.658,0.447,2.074,2.074,1.414,1.517,1.643,0.548,0.0,0.548,3.493,3.209,0.447,3.808,1.517,0.548,0.447,0.0,0.447,0.447,1.304,3.055,2.887,0.577,2.517,1.528,1.155,1.528,2.082,0.577,0.0,0.577,2.0,4.041,0.0,2.0,1.0,0.577,0.577,0.0,0.0,0.0,1.528,Bastia,8.08,4.39,1.42,2016-11-05,F1,1.0,2.0,H,H,Lyon,9.21,4.49,1.44,0.42,True,0.641595258874,-0.0626300932386
23086,4.2,15.0,0.0,7.0,2.4,2.6,0.6,0.8,0.2,0.4,0.4,5.8,12.0,0.0,10.8,3.2,0.2,0.2,0.2,0.6,0.2,1.4,3.67,15.67,0.0,6.67,2.67,2.0,0.33,0.67,0.0,0.67,0.33,6.0,12.67,0.0,12.0,3.67,0.0,0.0,0.0,1.0,0.0,1.0,1.643,5.0,0.0,2.739,0.894,1.817,0.894,0.837,0.447,0.548,0.548,2.168,1.225,0.0,2.168,1.304,0.447,0.447,0.447,0.548,0.447,1.673,0.577,3.512,0.0,3.786,0.577,1.732,0.577,0.577,0.0,0.577,0.577,1.732,1.155,0.0,2.0,1.528,0.0,0.0,0.0,0.0,0.0,1.0,4.4,10.8,0.0,8.0,3.4,1.6,1.2,3.2,0.0,0.2,0.8,6.2,12.0,0.0,14.2,5.2,0.6,0.8,0.2,0.4,0.4,1.6,4.33,9.67,0.0,8.33,3.33,0.67,1.0,3.67,0.0,0.0,1.0,7.0,12.33,0.0,14.67,6.67,0.33,0.67,0.0,0.67,0.33,1.33,2.51,2.387,0.0,2.449,1.14,1.517,0.837,1.643,0.0,0.447,0.447,4.025,2.345,0.0,3.564,2.775,0.894,0.837,0.447,0.548,0.548,0.894,2.517,0.577,0.0,3.055,0.577,0.577,1.0,2.082,0.0,0.0,0.0,4.583,2.082,0.0,2.082,2.517,0.577,0.577,0.0,0.577,0.577,0.577,Nancy,7.25,4.11,1.49,2016-11-05,F1,0.0,6.0,H,H,Monaco,8.09,4.27,1.5,0.49,True,0.613720797221,-0.057420142376
23087,2.4,17.4,0.0,7.8,2.0,4.0,0.6,0.8,0.2,0.4,0.4,5.0,12.4,0.0,12.6,3.6,0.2,0.4,0.0,0.8,0.2,2.2,2.33,16.67,0.0,7.33,1.67,5.0,0.67,0.67,0.33,0.33,0.33,4.33,12.67,0.0,14.0,3.67,0.33,0.33,0.0,1.0,0.0,1.67,1.14,3.782,0.0,1.304,0.707,1.871,0.894,0.837,0.447,0.548,0.548,1.225,2.408,0.0,5.32,0.894,0.447,0.548,0.0,0.447,0.447,1.095,0.577,4.509,0.0,1.528,0.577,1.0,1.155,0.577,0.577,0.577,0.577,0.577,1.528,0.0,4.359,1.155,0.577,0.577,0.0,0.0,0.0,0.577,2.0,13.6,0.2,8.6,3.2,2.8,1.2,0.4,0.6,0.2,0.2,6.0,14.0,0.0,13.4,4.6,0.6,0.4,0.4,0.2,0.4,2.4,1.33,10.33,0.33,8.33,3.0,2.0,0.67,0.67,0.33,0.33,0.33,4.0,15.67,0.0,15.33,6.0,0.0,0.67,0.0,0.33,0.67,3.0,1.225,5.03,0.447,2.408,2.168,1.643,1.304,0.548,0.548,0.447,0.447,3.082,4.183,0.0,5.128,2.408,0.894,0.548,0.548,0.447,0.548,1.517,1.155,3.215,0.577,3.215,3.0,1.732,1.155,0.577,0.577,0.577,0.577,1.732,3.512,0.0,5.686,2.0,0.0,0.577,0.0,0.577,0.577,1.732,Toulouse,3.39,3.05,2.3,2016-11-05,F1,1.0,1.0,D,A,Nantes,3.45,3.13,2.41,-1.0,True,0.520914802388,0.0861321936921
23088,5.2,13.8,0.0,14.2,5.0,2.8,2.0,1.6,0.4,0.4,0.2,4.2,10.2,0.0,14.8,5.0,0.8,0.4,0.4,0.2,0.4,1.8,7.67,12.67,0.0,16.33,5.33,2.33,1.67,1.33,0.33,0.33,0.33,4.0,10.67,0.0,16.0,5.0,0.33,0.67,0.33,0.0,0.67,1.67,3.564,1.789,0.0,3.701,1.225,1.643,1.581,1.14,0.548,0.548,0.447,1.924,5.404,0.0,4.604,2.0,1.304,0.548,0.548,0.447,0.548,0.447,1.528,1.155,0.0,3.215,0.577,1.528,1.528,1.155,0.577,0.577,0.577,1.0,6.11,0.0,1.0,2.646,0.577,0.577,0.577,0.0,0.577,0.577,3.6,12.6,0.6,9.8,3.2,2.8,1.2,2.4,0.2,0.0,0.8,7.8,9.6,0.0,21.4,7.6,0.2,1.0,0.2,0.2,0.6,2.0,3.67,13.67,0.0,9.33,3.33,3.0,1.0,1.67,0.33,0.0,0.67,8.0,8.0,0.0,23.0,6.67,0.33,0.67,0.33,0.33,0.33,1.67,2.702,4.278,0.894,3.114,1.643,1.304,1.304,1.14,0.447,0.0,0.447,2.775,3.435,0.0,8.295,2.51,0.447,1.0,0.447,0.447,0.548,1.871,3.786,4.041,0.0,4.041,2.309,1.0,1.732,0.577,0.577,0.0,0.577,3.606,3.606,0.0,11.136,2.887,0.577,1.155,0.577,0.577,0.577,0.577,Lazio,4.89,3.87,1.71,2016-11-05,I1,1.0,1.0,D,D,Napoli,5.5,3.98,1.7,-1.0,True,0.548347916132,-0.0364474055057
23089,4.2,9.8,0.2,8.4,3.8,3.4,1.0,2.8,0.2,0.0,0.8,7.6,12.2,0.0,20.6,9.0,0.0,1.4,0.0,0.4,0.6,1.8,5.33,10.0,0.0,9.0,3.67,3.67,1.0,3.0,0.33,0.0,0.67,7.67,11.67,0.0,21.33,9.67,0.0,2.0,0.0,0.33,0.67,1.33,4.025,2.49,0.447,5.128,2.387,0.894,0.707,1.304,0.447,0.0,0.447,2.51,4.764,0.0,4.615,3.873,0.0,1.517,0.0,0.548,0.548,1.304,5.033,3.464,0.0,6.245,3.215,1.155,1.0,1.732,0.577,0.0,0.577,3.215,6.658,0.0,5.859,4.933,0.0,1.732,0.0,0.577,0.577,0.577,7.0,11.4,0.0,12.6,4.0,2.6,1.0,2.4,0.0,0.4,0.6,6.2,15.0,0.0,17.4,6.8,0.2,1.0,0.0,0.2,0.8,1.8,9.0,12.67,0.0,16.0,5.33,2.67,1.33,2.33,0.0,0.33,0.67,5.67,14.0,0.0,17.33,6.0,0.0,1.0,0.0,0.0,1.0,1.33,3.808,2.608,0.0,5.857,1.871,0.894,0.707,1.817,0.0,0.548,0.548,1.483,2.55,0.0,1.949,3.033,0.447,0.707,0.0,0.447,0.447,1.304,3.606,1.155,0.0,4.359,0.577,1.155,0.577,0.577,0.0,0.577,0.577,1.528,1.732,0.0,1.155,2.646,0.0,0.0,0.0,0.0,0.0,0.577,Cagliari,5.74,4.24,1.57,2016-11-05,I1,1.0,5.0,H,H,Torino,6.29,4.38,1.58,0.57,True,0.699737218961,0.0627945438016
23092,2.0,14.6,0.0,6.2,2.0,3.8,1.0,1.8,0.2,0.2,0.6,10.6,12.0,0.0,18.2,5.4,0.4,0.4,0.2,0.6,0.2,1.6,2.67,15.33,0.0,8.0,1.67,4.67,0.67,2.33,0.0,0.0,1.0,6.67,13.67,0.0,16.0,6.33,0.33,0.67,0.0,0.67,0.33,2.33,1.414,3.209,0.0,3.033,1.414,1.924,0.707,0.837,0.447,0.447,0.548,6.189,3.808,0.0,5.675,4.099,0.548,0.548,0.447,0.548,0.447,1.14,1.155,4.041,0.0,2.0,1.155,1.528,0.577,0.577,0.0,0.0,0.0,2.517,3.512,0.0,4.0,5.132,0.577,0.577,0.0,0.577,0.577,0.577,4.6,12.0,0.0,11.4,4.4,1.8,1.6,0.8,0.6,0.4,0.0,5.4,17.0,0.2,10.4,4.8,0.6,0.4,0.6,0.2,0.2,2.8,5.67,11.0,0.0,13.0,4.33,2.33,2.0,1.33,0.67,0.33,0.0,4.67,17.67,0.33,11.67,6.33,0.67,0.67,0.67,0.0,0.33,2.67,4.506,2.915,0.0,4.393,1.517,1.304,0.894,0.837,0.548,0.548,0.0,3.507,2.236,0.447,4.669,3.633,0.548,0.894,0.548,0.447,0.447,0.837,5.686,3.606,0.0,3.606,2.082,1.528,0.0,0.577,0.577,0.577,0.0,3.215,2.082,0.577,6.11,4.163,0.577,1.155,0.577,0.0,0.577,0.577,Alaves,3.42,3.17,2.26,2016-11-05,SP1,1.0,0.0,A,D,Osasuna,3.54,3.25,2.32,-1.0,True,0.540362538134,0.0978846620276
23094,4.8,13.4,0.0,9.6,4.6,2.0,1.2,1.8,0.2,0.4,0.4,5.0,14.8,0.0,9.4,4.0,0.0,0.8,0.0,0.4,0.6,1.0,3.67,14.0,0.0,9.0,4.67,1.67,1.67,0.67,0.33,0.67,0.0,5.67,13.33,0.0,7.67,2.33,0.0,0.33,0.0,0.67,0.33,0.67,2.168,2.302,0.0,5.273,2.881,1.414,1.095,1.924,0.447,0.548,0.548,2.236,3.633,0.0,6.025,3.808,0.0,0.837,0.0,0.548,0.548,1.0,1.528,1.732,0.0,6.928,3.215,1.155,1.155,0.577,0.577,0.577,0.0,2.082,3.055,0.0,5.033,2.517,0.0,0.577,0.0,0.577,0.577,1.155,1.4,10.0,0.4,5.2,2.0,1.6,0.6,4.8,0.0,0.0,1.0,6.0,9.0,0.0,20.2,9.8,0.6,2.0,0.0,0.0,1.0,1.2,1.0,9.33,0.33,6.33,2.67,2.0,0.67,4.33,0.0,0.0,1.0,5.33,9.0,0.0,22.33,9.0,0.67,1.67,0.0,0.0,1.0,2.0,0.894,2.828,0.548,2.588,1.225,0.548,0.548,1.924,0.0,0.0,0.0,3.24,2.345,0.0,5.933,4.382,0.548,0.707,0.0,0.0,0.0,1.789,0.0,3.215,0.577,2.517,1.155,0.0,0.577,2.082,0.0,0.0,0.0,3.215,2.646,0.0,2.082,0.0,0.577,0.577,0.0,0.0,0.0,2.0,Inverness C,14.26,7.21,1.17,2016-11-05,SC0,0.0,3.0,H,D,Celtic,15.81,8.28,1.19,0.17,True,0.77421295738,-0.0804878973212
23096,4.8,11.6,0.0,11.4,4.8,1.2,1.4,0.8,0.4,0.4,0.2,6.8,12.8,0.0,12.2,6.4,0.6,0.4,0.4,0.4,0.2,1.8,6.67,11.0,0.0,13.67,5.33,1.33,1.33,0.67,0.33,0.67,0.0,8.67,14.0,0.0,12.33,6.67,0.67,0.67,0.33,0.33,0.33,2.67,3.347,2.074,0.0,5.128,1.483,1.095,0.548,0.837,0.548,0.548,0.447,4.868,2.49,0.0,4.764,2.191,0.548,0.548,0.548,0.548,0.447,2.168,2.887,2.646,0.0,5.686,1.528,1.528,0.577,0.577,0.577,0.577,0.0,5.508,1.732,0.0,6.028,2.309,0.577,0.577,0.577,0.577,0.577,2.517,6.2,13.4,0.2,8.6,3.0,3.0,0.8,2.2,0.2,0.2,0.6,7.6,12.2,0.0,17.2,7.8,0.2,0.6,0.0,0.8,0.2,2.8,5.67,13.0,0.33,6.33,1.0,2.33,0.33,1.67,0.0,0.33,0.67,9.0,10.67,0.0,18.33,7.67,0.0,0.0,0.0,1.0,0.0,2.0,2.864,3.362,0.447,5.03,2.915,1.225,0.837,1.924,0.447,0.447,0.548,2.074,3.033,0.0,3.271,2.049,0.447,0.894,0.0,0.447,0.447,2.49,3.786,4.583,0.577,5.508,1.0,1.155,0.577,1.528,0.0,0.577,0.577,1.0,3.055,0.0,3.215,2.082,0.0,0.0,0.0,0.0,0.0,1.0,St Johnstone,4.26,3.53,1.81,2016-11-05,SC0,2.0,2.0,D,D,Hearts,4.61,3.63,1.88,-1.0,True,0.517165455024,-0.0353207328217
23098,5.8,14.6,0.2,10.8,4.4,2.0,1.2,1.4,0.4,0.2,0.4,5.2,11.8,0.0,14.4,5.6,0.2,0.6,0.2,0.2,0.6,1.0,6.67,12.33,0.0,10.33,4.0,1.67,0.67,1.33,0.33,0.33,0.33,5.67,13.67,0.0,14.33,5.0,0.0,0.67,0.0,0.33,0.67,1.33,4.97,4.775,0.447,1.924,1.673,1.225,1.304,1.14,0.548,0.447,0.548,3.768,5.45,0.0,3.435,1.949,0.447,0.548,0.447,0.447,0.548,1.0,6.351,4.726,0.0,2.517,2.0,1.528,1.155,1.528,0.577,0.577,0.577,4.619,3.215,0.0,4.163,2.0,0.0,0.577,0.0,0.577,0.577,1.155,4.25,12.0,0.0,6.0,1.75,2.5,0.75,1.75,0.0,0.25,0.75,5.5,16.0,0.0,14.5,6.25,0.25,0.75,0.0,0.5,0.5,1.75,3.33,12.67,0.0,5.33,2.0,2.67,1.0,2.0,0.0,0.33,0.67,5.67,16.0,0.0,16.0,7.0,0.33,1.0,0.0,0.33,0.67,1.67,2.217,2.828,0.0,2.16,0.957,0.577,0.5,0.957,0.0,0.5,0.5,0.577,1.414,0.0,6.137,2.63,0.5,0.5,0.0,0.577,0.577,1.708,1.528,3.055,0.0,2.082,1.0,0.577,0.0,1.0,0.0,0.577,0.577,0.577,1.732,0.0,6.557,2.646,0.577,0.0,0.0,0.577,0.577,2.082,Mainz,5.98,4.02,1.58,2016-11-06,D1,1.0,3.0,H,H,RB Leipzig,6.21,4.24,1.61,0.58,True,0.549048123509,-0.0838632688958
23099,5.4,15.6,0.2,9.4,3.6,2.0,0.8,3.0,0.0,0.4,0.6,7.4,14.4,0.0,16.4,6.6,0.0,1.6,0.0,0.2,0.8,1.8,6.33,16.67,0.33,10.0,5.0,2.33,1.33,3.0,0.0,0.33,0.67,7.0,15.0,0.0,15.33,5.0,0.0,2.0,0.0,0.0,1.0,2.0,3.362,6.107,0.447,4.159,2.408,1.0,0.837,2.236,0.0,0.548,0.548,1.949,5.941,0.0,7.987,4.561,0.0,1.517,0.0,0.447,0.447,1.789,3.215,5.859,0.577,3.606,2.0,1.155,0.577,1.0,0.0,0.577,0.577,2.646,5.196,0.0,6.506,2.646,0.0,1.732,0.0,0.0,0.0,2.0,4.2,12.8,0.0,10.8,3.4,2.6,1.2,1.8,0.4,0.2,0.4,5.0,13.4,0.0,14.6,5.6,0.2,0.4,0.0,0.8,0.2,1.4,4.0,11.67,0.0,10.33,4.33,1.33,1.0,2.67,0.33,0.0,0.67,4.67,14.67,0.0,14.67,7.0,0.33,0.67,0.0,0.67,0.33,1.33,1.924,3.564,0.0,4.764,1.342,2.074,1.304,1.643,0.548,0.447,0.548,3.24,3.05,0.0,4.615,2.51,0.447,0.548,0.0,0.447,0.447,0.894,1.0,3.786,0.0,1.528,0.577,1.528,1.732,1.528,0.577,0.0,0.577,2.887,3.215,0.0,3.512,1.732,0.577,0.577,0.0,0.577,0.577,1.155,Werder Bremen,5.56,4.2,1.59,2016-11-06,D1,1.0,3.0,H,H,Schalke 04,5.88,4.41,1.61,0.59,True,0.575850500529,-0.0530803170815
23103,4.0,13.6,0.2,8.8,3.2,1.8,1.2,1.0,0.4,0.4,0.2,5.6,11.8,0.0,15.4,4.4,0.6,0.6,0.2,0.6,0.2,2.0,4.67,13.67,0.0,8.67,2.33,1.67,0.33,0.67,0.33,0.33,0.33,6.0,13.67,0.0,11.33,4.0,0.0,0.33,0.0,0.67,0.33,2.33,2.0,2.51,0.447,4.087,2.775,0.837,1.643,1.0,0.548,0.548,0.447,1.517,3.114,0.0,5.941,1.14,0.894,0.894,0.447,0.548,0.447,1.225,2.309,3.215,0.0,4.163,0.577,1.155,0.577,1.155,0.577,0.577,0.577,1.732,2.309,0.0,1.528,1.0,0.0,0.577,0.0,0.577,0.577,1.528,3.0,12.2,0.2,8.0,2.6,2.4,0.8,2.4,0.0,0.4,0.6,5.4,9.2,0.0,21.4,8.4,0.4,1.4,0.2,0.2,0.6,1.2,1.67,13.67,0.33,5.0,1.0,3.0,0.67,2.33,0.0,0.33,0.67,6.33,10.33,0.0,20.67,7.33,0.0,1.67,0.0,0.33,0.67,0.67,2.345,4.919,0.447,4.528,2.608,1.14,0.447,2.074,0.0,0.548,0.548,4.775,3.701,0.0,9.072,3.578,0.548,1.342,0.447,0.447,0.548,1.095,0.577,6.028,0.577,2.646,0.0,1.0,0.577,2.517,0.0,0.577,0.577,5.774,3.215,0.0,11.504,4.509,0.0,1.528,0.0,0.577,0.577,0.577,Watford,11.25,5.9,1.28,2016-11-06,E0,1.0,6.0,H,H,Liverpool,11.8,6.19,1.29,0.28,True,0.684699663047,-0.0965503369528
