,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
29422,4.6,11.8,0.0,8.4,1.8,1.2,0.4,1.6,0.0,0.4,0.6,6.0,16.0,0.0,13.8,4.2,0.0,0.4,0.0,0.8,0.2,2.4,5.0,13.0,0.0,10.0,3.0,2.0,0.67,2.33,0.0,0.33,0.67,5.33,15.33,0.0,14.0,4.67,0.0,0.67,0.0,0.67,0.33,3.33,1.342,2.49,0.0,3.13,2.049,1.643,0.548,1.949,0.0,0.548,0.548,1.414,2.449,0.0,3.768,4.087,0.0,0.894,0.0,0.447,0.447,2.302,1.732,2.646,0.0,3.0,1.732,1.732,0.577,2.309,0.0,0.577,0.577,1.528,2.517,0.0,5.292,5.508,0.0,1.155,0.0,0.577,0.577,2.517,3.2,15.8,0.0,13.0,4.2,1.8,1.2,0.6,0.4,0.4,0.2,4.4,13.0,0.2,7.2,3.0,0.4,0.4,0.2,0.6,0.2,2.0,4.67,17.0,0.0,15.0,5.33,2.0,1.67,0.33,0.67,0.33,0.0,3.67,13.33,0.33,6.33,2.67,0.33,0.33,0.0,1.0,0.0,2.0,2.387,4.147,0.0,4.123,2.683,0.447,1.304,0.548,0.548,0.548,0.447,2.074,2.345,0.447,2.168,1.871,0.548,0.548,0.447,0.548,0.447,1.0,1.528,2.0,0.0,1.732,3.055,0.0,1.528,0.577,0.577,0.577,0.0,0.577,3.215,0.577,2.517,2.517,0.577,0.577,0.0,0.0,0.0,1.0,Montpellier,2.98,3.08,2.5,2014-11-08,F1,0.0,2.0,H,H,Bastia,3.08,3.16,2.6,2.5,2.6,0.286004575701,0.328730132101,0.385265292198,0.385265292198,H,1.5,1.6,0,2.5,-0.014734707802
29423,5.4,17.4,0.0,11.2,3.4,1.8,0.8,0.6,0.4,0.4,0.2,4.2,11.8,0.2,10.8,2.8,0.6,0.2,0.4,0.6,0.0,1.8,5.0,16.33,0.0,13.33,4.0,2.33,1.0,0.0,0.67,0.33,0.0,4.0,9.67,0.33,9.67,1.33,0.67,0.0,0.67,0.33,0.0,1.67,1.14,2.074,0.0,3.347,2.074,0.837,0.837,0.894,0.548,0.548,0.447,1.483,3.701,0.447,4.55,2.588,0.548,0.447,0.548,0.548,0.0,0.447,1.0,0.577,0.0,1.155,2.646,0.577,1.0,0.0,0.577,0.577,0.0,2.0,1.155,0.577,6.028,2.309,0.577,0.0,0.577,0.577,0.0,0.577,5.2,11.4,0.0,12.8,4.2,1.6,1.4,0.6,0.8,0.0,0.2,3.6,9.0,0.4,12.6,3.8,0.4,0.2,0.2,0.8,0.0,0.6,5.33,11.33,0.0,15.33,6.33,1.33,1.67,1.0,0.67,0.0,0.33,3.0,9.0,0.0,13.0,4.0,0.67,0.33,0.33,0.67,0.0,0.33,3.633,5.857,0.0,6.099,3.962,1.14,0.548,0.894,0.447,0.0,0.447,1.517,1.414,0.548,1.517,0.837,0.548,0.447,0.447,0.447,0.0,0.894,3.215,3.512,0.0,7.024,3.786,1.528,0.577,1.0,0.577,0.0,0.577,1.0,1.732,0.0,1.732,1.0,0.577,0.577,0.577,0.577,0.0,0.577,Nantes,3.13,3.07,2.41,2014-11-08,F1,2.0,1.0,A,D,Caen,3.23,3.15,2.51,3.13,3.23,0.385602585328,0.326577508003,0.287819906668,0.385602585328,A,2.13,2.23,0,3.13,0.066113767437
29424,3.8,15.0,0.0,8.4,3.8,1.8,1.8,1.6,0.4,0.2,0.4,7.8,13.0,0.0,14.8,4.8,1.0,1.0,0.4,0.2,0.4,0.8,4.33,16.33,0.0,8.33,4.67,2.0,3.0,1.33,0.67,0.0,0.33,6.67,13.0,0.0,13.67,3.33,1.67,1.0,0.67,0.0,0.33,0.67,2.049,5.148,0.0,3.209,3.493,1.304,2.95,1.673,0.548,0.447,0.548,2.775,1.0,0.0,4.868,2.588,1.732,1.0,0.548,0.447,0.548,0.837,2.517,6.11,0.0,4.509,4.619,1.732,3.464,1.155,0.577,0.0,0.577,2.887,1.0,0.0,5.508,2.082,2.082,1.0,0.577,0.0,0.577,1.155,2.4,14.8,0.2,8.8,4.2,1.8,1.2,1.2,0.4,0.2,0.4,3.6,13.8,0.0,10.0,1.6,0.6,0.4,0.4,0.4,0.2,1.4,3.0,18.67,0.0,10.33,4.67,2.33,1.0,1.67,0.33,0.0,0.67,2.67,12.67,0.0,10.33,1.67,0.33,0.67,0.33,0.33,0.33,1.0,1.517,6.38,0.447,3.114,1.643,2.049,1.304,1.304,0.548,0.447,0.548,1.517,6.221,0.0,2.345,1.14,0.894,0.894,0.548,0.548,0.447,1.14,1.0,4.619,0.0,3.215,2.082,2.517,1.0,1.528,0.577,0.0,0.577,1.155,8.145,0.0,3.215,1.528,0.577,1.155,0.577,0.577,0.577,1.0,Nice,3.13,3.03,2.43,2014-11-08,F1,0.0,1.0,H,D,Evian Thonon Gaillard,3.41,3.11,2.44,2.43,2.44,0.275657401582,0.32991881338,0.394423785038,0.394423785038,H,1.43,1.44,0,2.43,-0.0170988487066
29425,2.8,14.2,0.4,8.4,3.0,2.2,1.0,1.6,0.2,0.2,0.6,6.2,15.2,0.2,12.4,4.0,0.4,1.2,0.0,0.4,0.6,1.4,3.0,13.33,0.33,7.67,2.0,1.67,0.33,1.67,0.0,0.33,0.67,7.33,16.67,0.33,13.33,4.0,0.33,1.0,0.0,0.33,0.67,1.67,1.643,5.357,0.548,3.782,2.345,1.483,1.225,0.894,0.447,0.447,0.548,3.271,2.28,0.447,5.639,2.915,0.548,0.447,0.0,0.548,0.548,0.894,1.732,4.933,0.577,4.509,1.0,1.528,0.577,1.155,0.0,0.577,0.577,3.215,1.155,0.577,7.767,3.606,0.577,0.0,0.0,0.577,0.577,0.577,3.2,9.6,0.4,12.6,3.8,1.0,1.4,1.0,0.6,0.2,0.2,4.0,13.4,0.4,12.2,4.0,0.6,0.4,0.2,0.8,0.0,1.8,2.33,9.67,0.33,14.33,4.33,0.67,1.33,0.33,0.67,0.33,0.0,3.0,13.0,0.67,10.0,3.33,0.67,0.33,0.33,0.67,0.0,1.0,3.564,3.782,0.548,2.51,2.49,1.0,1.14,1.732,0.548,0.447,0.447,2.236,3.13,0.894,3.421,1.414,0.894,0.548,0.447,0.447,0.0,1.483,4.041,2.887,0.577,1.155,3.215,1.155,1.528,0.577,0.577,0.577,0.0,2.0,4.359,1.155,1.732,1.155,1.155,0.577,0.577,0.577,0.0,1.0,Bordeaux,2.19,3.2,3.44,2014-11-08,F1,2.0,1.0,A,A,Lens,2.29,3.24,3.57,2.19,2.29,0.267046653135,0.330014927828,0.402938419037,0.402938419037,H,-1.0,-1.0,0,3.44,0.112240744618
29426,4.0,21.6,0.2,10.2,2.4,2.6,0.2,1.4,0.2,0.0,0.8,6.8,12.4,0.0,10.6,3.0,0.2,0.2,0.2,0.6,0.2,0.8,4.0,23.0,0.33,9.0,2.67,3.0,0.33,1.33,0.33,0.0,0.67,7.0,12.67,0.0,10.67,2.67,0.33,0.0,0.33,0.67,0.0,1.0,2.646,5.03,0.447,1.789,1.342,1.342,0.447,1.14,0.447,0.0,0.447,3.701,5.941,0.0,1.949,1.871,0.447,0.447,0.447,0.548,0.447,0.447,3.606,6.557,0.577,1.0,1.528,1.732,0.577,1.528,0.577,0.0,0.577,5.0,8.327,0.0,2.309,2.082,0.577,0.0,0.577,0.577,0.0,0.0,4.8,14.4,0.2,10.4,2.8,2.2,1.4,1.4,0.2,0.4,0.4,6.2,12.8,0.0,14.0,5.4,0.8,0.8,0.2,0.6,0.2,1.4,4.33,13.67,0.0,9.0,3.0,2.67,2.0,1.33,0.33,0.67,0.0,7.67,13.67,0.0,16.67,5.33,1.33,0.67,0.33,0.67,0.0,1.0,1.924,3.507,0.447,4.722,1.304,0.837,1.14,1.14,0.447,0.548,0.548,5.119,5.891,0.0,5.612,1.14,0.837,0.837,0.447,0.548,0.447,1.14,2.082,3.215,0.0,2.646,1.732,0.577,1.0,1.528,0.577,0.577,0.0,6.351,8.145,0.0,6.028,1.528,0.577,0.577,0.577,0.577,0.0,1.0,Metz,5.45,3.6,1.67,2014-11-08,F1,0.0,3.0,H,H,Toulouse,6.02,3.77,1.68,1.67,1.68,0.230420034008,0.297033219214,0.472546746778,0.472546746778,H,0.67,0.68,0,1.67,-0.126255648432
29444,3.4,13.8,0.4,7.6,3.6,1.8,0.8,1.6,0.4,0.0,0.6,6.8,11.6,0.0,16.4,6.4,0.2,0.2,0.2,0.6,0.2,2.4,2.33,18.33,0.67,6.67,4.0,2.33,1.0,1.33,0.33,0.0,0.67,6.67,12.33,0.0,19.0,7.33,0.33,0.33,0.33,0.33,0.33,2.0,2.793,6.573,0.548,3.209,1.673,0.837,0.837,1.517,0.548,0.0,0.548,1.483,3.782,0.0,7.987,2.302,0.447,0.447,0.447,0.548,0.447,1.517,1.528,2.309,0.577,4.041,2.0,0.577,1.0,0.577,0.577,0.0,0.577,2.082,3.786,0.0,10.0,2.517,0.577,0.577,0.577,0.577,0.577,1.732,4.8,14.4,0.0,12.4,3.8,2.4,0.4,3.0,0.0,0.0,1.0,4.8,16.8,0.0,13.8,6.8,0.2,1.4,0.0,0.4,0.6,1.8,3.33,16.67,0.0,11.0,2.67,3.33,0.33,3.0,0.0,0.0,1.0,4.33,21.33,0.0,14.67,7.33,0.0,1.33,0.0,0.33,0.67,2.67,2.683,4.722,0.0,2.302,3.033,1.342,0.548,1.581,0.0,0.0,0.0,1.789,7.014,0.0,3.899,3.194,0.447,0.894,0.0,0.548,0.548,2.387,2.517,4.933,0.0,1.0,1.155,0.577,0.577,2.0,0.0,0.0,0.0,2.309,3.512,0.0,5.033,3.215,0.0,1.155,0.0,0.577,0.577,2.887,Guingamp,7.36,4.04,1.48,2014-11-09,F1,1.0,3.0,H,H,Lyon,8.0,4.32,1.5,1.48,1.5,0.154803646672,0.265751116393,0.579445236935,0.579445236935,H,0.48,0.5,0,1.48,-0.096230438741
29445,5.4,13.8,0.0,15.2,6.2,1.6,2.2,0.6,0.8,0.0,0.2,3.8,16.2,0.0,9.0,3.0,0.8,0.0,0.4,0.6,0.0,0.8,6.0,14.67,0.0,18.0,8.0,1.67,2.33,0.67,0.67,0.0,0.33,3.33,17.33,0.0,10.33,4.0,0.67,0.0,0.33,0.67,0.0,0.67,2.51,3.271,0.0,6.76,3.564,1.342,1.924,0.548,0.447,0.0,0.447,0.837,5.63,0.0,2.828,1.581,1.095,0.0,0.548,0.548,0.0,0.447,3.0,4.041,0.0,6.083,3.606,1.155,2.517,0.577,0.577,0.0,0.577,0.577,7.506,0.0,0.577,1.0,1.155,0.0,0.577,0.577,0.0,0.577,4.8,14.8,0.2,9.0,2.8,1.4,0.4,2.4,0.0,0.4,0.6,3.8,11.2,0.2,11.6,4.6,0.0,1.0,0.0,0.2,0.8,1.8,4.33,15.0,0.33,10.67,3.67,1.0,0.67,1.67,0.0,0.67,0.33,3.67,13.33,0.33,10.0,3.33,0.0,0.67,0.0,0.33,0.67,2.67,2.168,2.49,0.447,3.674,2.049,1.14,0.548,1.673,0.0,0.548,0.548,1.095,3.493,0.447,2.966,2.302,0.0,0.707,0.0,0.447,0.447,1.304,2.517,3.464,0.577,3.786,2.309,1.0,0.577,1.155,0.0,0.577,0.577,1.528,2.517,0.577,2.646,1.528,0.0,0.577,0.0,0.577,0.577,0.577,Marseille,5.21,3.8,1.65,2014-11-09,F1,0.0,2.0,H,H,Paris SG,5.64,4.07,1.66,1.65,1.66,0.328121147666,0.335569578038,0.336309274296,0.336309274296,H,0.65,0.66,0,1.65,-0.269751331765
29446,3.6,12.8,0.0,7.4,2.2,2.4,0.4,1.4,0.2,0.2,0.6,5.8,13.8,0.2,11.8,4.0,0.2,0.6,0.2,0.4,0.4,1.2,2.33,14.0,0.0,8.33,2.67,2.33,0.0,2.0,0.0,0.0,1.0,6.33,16.0,0.0,11.67,5.0,0.0,1.0,0.0,0.33,0.67,1.0,3.209,7.294,0.0,2.966,0.837,1.14,0.548,1.14,0.447,0.447,0.548,3.347,4.438,0.447,1.924,1.871,0.447,0.894,0.447,0.548,0.548,0.447,1.528,7.211,0.0,3.215,0.577,1.528,0.0,1.0,0.0,0.0,0.0,4.163,4.583,0.0,2.517,1.732,0.0,1.0,0.0,0.577,0.577,0.0,4.8,12.4,0.0,15.2,5.2,0.6,1.4,0.8,0.4,0.0,0.6,4.4,13.2,0.0,9.4,2.2,0.4,0.4,0.2,0.4,0.4,1.4,5.33,12.0,0.0,15.33,6.33,1.0,1.67,0.67,0.33,0.0,0.67,4.67,16.0,0.0,9.67,1.33,0.67,0.33,0.33,0.33,0.33,2.0,1.304,1.673,0.0,3.564,3.768,0.894,2.191,0.837,0.548,0.0,0.548,1.342,5.263,0.0,2.793,1.643,0.894,0.548,0.447,0.548,0.548,1.14,1.155,2.0,0.0,4.933,4.163,1.0,2.887,0.577,0.577,0.0,0.577,1.528,1.0,0.0,2.517,1.528,1.155,0.577,0.577,0.577,0.577,1.0,Lille,2.17,3.06,3.67,2014-11-09,F1,0.0,2.0,H,H,Reims,2.23,3.09,3.96,3.67,3.96,0.302612902193,0.327688457606,0.369698640201,0.369698640201,H,2.67,2.96,0,3.67,0.0972190761686
29447,6.4,14.2,0.0,13.4,6.2,1.6,1.4,0.8,0.6,0.2,0.2,4.2,11.4,0.0,10.2,3.6,0.6,0.4,0.2,0.8,0.0,1.6,5.33,17.0,0.0,15.0,6.67,1.67,1.67,0.67,0.67,0.33,0.0,3.33,10.67,0.0,8.33,3.33,0.33,0.33,0.0,1.0,0.0,2.33,1.949,4.087,0.0,4.393,2.775,0.548,0.894,0.837,0.548,0.447,0.447,1.483,1.517,0.0,3.033,1.342,0.548,0.548,0.447,0.447,0.0,1.342,1.528,2.0,0.0,2.0,1.528,0.577,1.155,0.577,0.577,0.577,0.0,1.155,1.528,0.0,1.155,1.528,0.577,0.577,0.0,0.0,0.0,1.155,1.8,17.0,0.0,6.0,1.0,2.2,0.4,0.6,0.2,0.4,0.4,9.4,12.0,0.0,15.6,3.6,0.4,0.2,0.2,0.8,0.0,1.0,1.33,17.0,0.0,6.67,1.33,2.0,0.67,0.67,0.33,0.33,0.33,11.0,12.67,0.0,18.33,4.33,0.67,0.33,0.33,0.67,0.0,1.0,0.837,3.082,0.0,2.646,0.707,0.837,0.548,0.548,0.447,0.548,0.548,2.408,4.899,0.0,5.413,2.408,0.548,0.447,0.447,0.447,0.0,0.707,0.577,1.732,0.0,3.512,0.577,1.0,0.577,0.577,0.577,0.577,0.577,1.0,6.11,0.0,5.508,3.055,0.577,0.577,0.577,0.577,0.0,0.0,Monaco,3.29,3.08,2.32,2014-11-09,F1,1.0,1.0,D,A,St Etienne,3.51,3.16,2.36,3.08,3.16,0.254728969496,0.355264388721,0.390006641783,0.390006641783,H,-1.0,-1.0,0,2.32,-0.0410278409756
29474,2.8,10.8,0.2,11.8,6.2,0.8,1.8,0.8,0.6,0.4,0.0,2.4,14.4,0.4,11.8,3.8,1.0,0.6,0.6,0.2,0.2,0.6,3.0,13.67,0.33,11.67,6.0,1.0,2.0,1.0,0.67,0.33,0.0,3.0,18.0,0.67,13.33,4.67,1.0,1.0,0.33,0.33,0.33,0.67,1.924,5.357,0.447,3.768,2.683,1.304,0.837,0.447,0.548,0.548,0.0,1.14,5.983,0.894,4.438,1.304,0.707,0.548,0.548,0.447,0.447,0.894,2.646,4.933,0.577,3.512,3.464,1.732,1.0,0.0,0.577,0.577,0.0,1.0,4.359,1.155,3.215,0.577,1.0,0.0,0.577,0.577,0.577,1.155,4.6,10.2,0.6,11.4,2.6,0.6,0.8,2.2,0.0,0.2,0.8,4.2,13.6,0.0,13.4,5.6,0.2,0.4,0.0,0.8,0.2,1.2,5.0,9.0,1.0,10.0,2.33,0.33,0.67,2.0,0.0,0.33,0.67,3.33,12.33,0.0,13.67,5.33,0.0,0.33,0.0,0.67,0.33,1.33,1.517,2.49,0.894,4.879,1.673,0.894,0.837,1.304,0.0,0.447,0.447,2.683,4.037,0.0,4.775,3.13,0.447,0.548,0.0,0.447,0.447,0.837,2.0,2.646,1.0,5.292,1.155,0.577,1.155,1.732,0.0,0.577,0.577,3.055,3.786,0.0,3.055,3.215,0.0,0.577,0.0,0.577,0.577,1.155,Paris SG,1.48,4.19,7.19,2014-11-21,F1,3.0,2.0,A,A,Metz,1.49,4.49,7.94,1.48,1.49,0.283796392614,0.326470320787,0.3897332866,0.3897332866,H,-1.0,-1.0,0,7.19,0.250651228185
29512,3.6,13.8,0.0,14.0,5.2,1.0,1.4,1.4,0.2,0.4,0.4,5.4,14.2,0.0,10.4,3.8,0.0,0.6,0.0,0.6,0.4,2.4,3.33,15.0,0.0,11.67,6.0,1.33,1.67,1.0,0.33,0.67,0.0,4.67,13.67,0.0,11.67,3.33,0.0,0.33,0.0,0.67,0.33,2.67,1.14,4.087,0.0,4.183,1.789,0.707,0.894,0.548,0.447,0.548,0.548,1.14,3.033,0.0,2.702,1.304,0.0,0.894,0.0,0.548,0.548,0.894,1.528,5.292,0.0,3.786,1.732,0.577,1.155,0.0,0.577,0.577,0.0,0.577,1.155,0.0,2.517,0.577,0.0,0.577,0.0,0.577,0.577,0.577,4.2,15.4,0.0,11.6,3.8,2.2,1.2,0.8,0.4,0.4,0.2,4.2,14.6,0.2,7.6,3.4,0.4,0.6,0.2,0.6,0.2,1.8,4.33,17.0,0.0,12.67,5.0,2.33,1.67,1.0,0.67,0.0,0.33,3.0,16.67,0.0,8.33,4.33,0.33,1.0,0.0,0.67,0.33,2.0,1.643,3.847,0.0,4.827,3.033,0.447,1.304,0.837,0.548,0.548,0.447,2.28,4.278,0.447,2.51,2.074,0.548,0.894,0.447,0.548,0.447,0.837,1.155,2.0,0.0,5.132,3.606,0.577,1.528,1.0,0.577,0.0,0.577,1.0,4.509,0.0,2.082,1.155,0.577,1.0,0.0,0.577,0.577,1.0,Lyon,2.06,3.3,3.67,2014-11-22,F1,0.0,0.0,D,D,Bastia,2.07,3.46,4.01,3.3,3.46,0.34185591474,0.342727597152,0.315416488109,0.342727597152,D,2.3,2.46,0,3.3,0.0396972941214
29513,3.6,15.6,0.0,10.2,3.2,1.4,0.6,1.2,0.2,0.4,0.4,5.6,10.4,0.2,13.6,4.2,0.2,0.2,0.0,1.0,0.0,1.4,4.0,12.33,0.0,9.33,3.33,1.33,0.67,1.0,0.0,0.67,0.33,5.0,9.33,0.0,13.0,3.33,0.33,0.33,0.0,1.0,0.0,2.0,2.408,5.857,0.0,4.817,2.28,1.14,0.548,1.304,0.447,0.548,0.548,1.517,3.578,0.447,1.517,1.643,0.447,0.447,0.0,0.0,0.0,1.14,2.646,5.132,0.0,6.429,2.517,1.528,0.577,1.0,0.0,0.577,0.577,1.732,2.309,0.0,1.0,0.577,0.577,0.577,0.0,0.0,0.0,1.0,5.8,15.8,0.2,9.6,4.4,1.8,2.0,1.0,0.6,0.0,0.4,4.8,11.6,0.0,12.4,3.6,1.2,0.8,0.6,0.0,0.4,0.8,5.67,13.33,0.0,10.67,5.33,1.67,2.67,1.0,0.67,0.0,0.33,5.0,11.33,0.0,13.0,3.67,1.67,0.67,0.67,0.0,0.33,1.0,1.643,7.981,0.447,2.793,3.209,0.837,2.828,1.0,0.548,0.0,0.548,1.924,2.074,0.0,2.702,2.074,1.643,0.837,0.548,0.0,0.548,0.837,1.155,3.786,0.0,3.215,4.041,1.155,3.786,1.0,0.577,0.0,0.577,1.0,2.082,0.0,3.606,1.528,2.082,0.577,0.577,0.0,0.577,1.0,Rennes,2.93,3.0,2.61,2014-11-22,F1,1.0,0.0,A,A,Guingamp,3.09,2.97,2.74,2.93,3.09,0.28244148993,0.326594638676,0.390963871394,0.390963871394,H,-1.0,-1.0,0,2.61,0.00782210894221
29514,3.0,11.6,0.0,9.0,2.6,1.2,1.0,1.4,0.2,0.2,0.6,8.4,9.6,0.2,13.8,4.6,0.8,0.6,0.4,0.4,0.2,1.0,3.67,11.0,0.0,10.0,2.33,1.33,1.0,1.33,0.33,0.0,0.67,10.0,9.67,0.33,15.33,5.33,1.0,0.33,0.33,0.67,0.0,1.33,2.236,4.159,0.0,3.536,1.342,0.837,0.707,0.894,0.447,0.447,0.548,4.159,2.302,0.447,2.864,1.517,0.837,0.894,0.548,0.548,0.447,0.707,2.887,4.583,0.0,4.359,1.528,0.577,1.0,1.155,0.577,0.0,0.577,4.583,2.082,0.577,1.155,1.528,1.0,0.577,0.577,0.577,0.0,0.577,4.6,13.8,0.0,9.4,4.4,1.4,1.2,1.0,0.8,0.0,0.2,4.8,11.2,0.2,10.6,3.2,0.2,0.2,0.2,0.6,0.2,1.6,4.67,15.0,0.0,10.67,5.67,1.33,1.67,0.33,1.0,0.0,0.0,4.67,13.33,0.33,12.0,3.33,0.33,0.33,0.33,0.33,0.33,1.67,2.881,3.033,0.0,4.037,2.51,0.894,0.837,1.732,0.447,0.0,0.447,3.033,3.194,0.447,6.107,2.588,0.447,0.447,0.447,0.548,0.447,0.548,2.082,2.0,0.0,5.132,2.517,1.155,0.577,0.577,0.0,0.0,0.0,3.786,1.528,0.577,7.81,2.082,0.577,0.577,0.577,0.577,0.577,0.577,Lens,4.57,3.41,1.83,2014-11-22,F1,0.0,1.0,H,H,Lorient,4.91,3.45,1.88,1.83,1.88,0.270177188338,0.321545740446,0.408277071216,0.408277071216,H,0.83,0.88,0,1.83,-0.138171016215
